"seqID",".","length","reason_for_exclusion","verified_hgcA","cluster_ID","clstr_rep","assemblyID","scaffoldID","taxonomic_assignment","metabolic_assignment","autoclass_phylum","autoclass_class","autoclass_order","autoclass_family","autoclass_genus","autoclass_species","length_of_scaffold","BLI20_MG_001","BLI20_MG_002","BLI20_MG_003","BLI20_MG_004","BLI20_MG_005","BLI21_MG_101","BLI21_MG_102","BLI21_MG_103","BLI21_MG_104","BLI21_MG_105","BLI21_MG_106","BLI21_MG_107","BLI21_MG_108","BLI21_MG_109","BLI21_MG_110","BLI21_MG_111","BLI21_MG_112","BLI20_MT_001","BLI20_MT_002","BLI20_MT_003","BLI20_MT_004","BLI20_MT_005","BLI20_MT_006","BLI20_MT_007","BLI20_MT_008","BLI20_MT_009","BLI20_MT_010","BLI20_MT_011","BLI20_MT_012","BLI21_MT_001","BLI21_MT_002","BLI21_MT_003","BLI21_MT_004","BLI21_MT_005","BLI21_MT_006","BLI21_MT_007","BLI21_MT_008","BLI21_MT_009","BLI21_MT_010","BLI21_MT_011","BLI21_MT_012"
"BLI21_coassembly_000000006287_1","141.2",172,"Missing cap helix",FALSE,"BLI_hgcA_clstr_0092",1,"BLI21_coassembly","BLI21_coassembly_000000006287",NA,NA,"Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",29150,0.0410160826827408,0.0718034322997983,0.00333748982730689,0.0283920813973449,0.0727233878766538,0.00195405561370675,0.0611291623673038,0.143969189162963,0.0274344728323063,0.100067227066142,0.162740966223095,0.0122583100607202,0.097375027082695,0.0029472325193099,0.133644580974286,0.049686114181558,0.124398052637649,0.0490438161220576,0.0917367827784665,0,0,0.342821398251238,0,0,0,0,0.356524929606756,0.736219787969803,0,0,0,NA,0.083334454385824,0.064618696325884,0,0.09065627459655,0,0,0,0,0.0739412023782334
"BLI21_coassembly_000000010846_5","382.5",393,NA,TRUE,"BLI_hgcA_clstr_0006",1,"BLI21_coassembly","BLI21_coassembly_000000010846","Actinobacteria","RESP","Actinobacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",21542,0.536881584654849,0.150638266079376,0.219335219774789,0.44571738928223,0.0238502310455337,0.00133690238188166,0.0307071822956393,0.34900345338584,0.0079076596329526,0.0974022769073443,0.0709576467541264,0.0406335839198763,0.129576190377231,0.00400275881064868,0.124997773443853,0.120772668710996,0.432558769039274,0,0,0,0,0,0,0,0,0,0,0,0,0.0321724741717881,0,NA,0,0,0,0,0,0,0,0.0304246719382916,0
"BLI21_coassembly_000000012259_12","398.4",353,NA,TRUE,"BLI_hgcA_clstr_0025",1,"BLI21_coassembly","BLI21_coassembly_000000012259","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",20107,0.152746061472215,0.292935121040809,0.010309698511752,0.0429307921118065,0.117112160663832,0.0124788900211256,0.520980946379553,0.246093653832714,0.00194157896453195,0.0777029623695908,0.139416562973823,0,0.0895411788563143,0.0169198417353822,0.124525637472637,0.390120995806942,0.310569200199992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000015684_9","401.4",318,NA,TRUE,"BLI_hgcA_clstr_0066",1,"BLI21_coassembly","BLI21_coassembly_000000015684","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",17397,0.00252504151724747,0.00570441915863314,0,0.00244757865652505,0.000676399246794686,0.0012457517238118,0.0122176605263545,0.0132827600142485,0.0757201215475603,0.441111815089993,0.577699946820741,0.0474614547154628,0.448964762189751,0.00276285093170773,0.458017331647598,0.012067162495564,0.0101518428594155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.0386832803094493,0.0581878317419416,0,0,0.0533928979311994
"BLI21_coassembly_000000017500_11","387.3",355,NA,TRUE,"BLI_hgcA_clstr_0021",1,"BLI21_coassembly","BLI21_coassembly_000000017500","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",16262,0.245681385504919,0.542346688282362,0.0603424477643018,0.0236919902466132,0.0150704909076992,0,0.121230626591365,0.105934154369368,0.000602810550303414,0.00628775130790553,0.0135526132842122,0,0.0121779825429042,0.00177557696787592,0.0127976154587559,0.117843486279761,0.114683161957297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.0192587831178242,0,0,0,0,0,0,0
"BLI21_coassembly_000000017507_6","400.1",330,NA,TRUE,"BLI_hgcA_clstr_0055",1,"BLI21_coassembly","BLI21_coassembly_000000017507","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",16259,0.0969379893532862,0.0565853870768296,0.0570570175750486,0.490914871203475,0.193545191097736,0.00533241934616601,0.0838261190972831,0.0802954320623134,0.0105511675597515,0.0765702551153102,0.0890595382655029,0.0189318764633488,0.0778077235949034,0.00118394048196338,0.0904579546531963,0.0549119131602176,0.145927182404363,0,0,0,0,0,0,0,0,0,0.120204723379634,0,0.0214530530297486,0,0,NA,0,0.0213690355954081,0,0,0,0.0414598751779762,0,0,0
"BLI21_coassembly_000000018480_9","391.6",334,NA,TRUE,"BLI_hgcA_clstr_0052",1,"BLI21_coassembly","BLI21_coassembly_000000018480","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",15745,0.0398391590426472,0.0365084681185306,0.0273192966506476,0.0332086914851371,0.0140801404173927,0.016989265351483,0.378444241593713,0.108828305382972,0.0992530471217683,0.631906566358353,0.343161548669505,0.0474555954349343,0.488446263232719,0.014019785959905,0.356390627305247,0.272846865310277,0.0938117721920089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321219700874306,NA,0,0,0,0.0300864042610045,0,0,0.0698427787916297,0.0378319625400278,0
"BLI21_coassembly_000000018594_7","385.2",364,NA,TRUE,"BLI_hgcA_clstr_0016",1,"BLI21_coassembly","BLI21_coassembly_000000018594","Actinobacteria","FERM","Actinobacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",15694,0.0122248670079965,0.00143674722845802,0.00169196290308262,0.00798030770027509,0.00613046584448108,0.00368948584583464,0.0360272582465899,0.103970642319194,0.00125010260662467,0.0656078057763052,0.15805437312968,0.00559648206526226,0.0739196404614891,0,0.12613499211246,0.0362473689068839,0.0536415663186759,0.0436218580950068,0,0.01590891151799,0.0481254050520225,0.206216178473734,0.0630659918505252,0,0,0,0,0,0.0187868695815972,0.106854119454906,0.0572031225766519,NA,0.197081901227569,0.185976189006858,0.125921123389079,0.160206040212778,0.0964310832010407,0.0968482242835629,0.186222032135285,0.0673289455912067,0.0883700341741739
"BLI21_coassembly_000000018797_10","372.3",330,NA,TRUE,"BLI_hgcA_clstr_0056",1,"BLI21_coassembly","BLI21_coassembly_000000018797","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",15595,0.00311663234375908,0.00601686003367119,0.00513144680073943,0.0951157849159919,0.0261763682218565,0.00324919457845491,0.0980997599020098,0.0356576131882375,0.0942145382400774,1.12220458538016,0.523429944674155,0.0743875755295705,0.74921454032746,0.00172415187406376,0.339649550895719,0.0610662721624581,0.0615008143426254,0,0,0,0,0,0,0,0,0,0,0,0,0.0203657508347077,0,NA,0,0,0,0.244824527703497,0.146946642724869,0.234939292675198,0.106542046869997,0.0384668965764949,0.101279859735849
"BLI21_coassembly_000000020628_9","381.0",365,NA,TRUE,"BLI_hgcA_clstr_0015",1,"BLI21_coassembly","BLI21_coassembly_000000020628","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",14723,0.00605195824439189,0.00123166739716415,0,0.0222456659521862,0.0111382768565338,0,0.00749480909287413,0.00517134050331597,0.0190131688306338,0.174965737995223,0.0897714470908879,0.011811691830997,0.108356013211729,0,0.0667881448741953,0.0025351409619793,0.00540076192285214,0,0,0,0,0,0,0,0,0,0,0,0.0187184481988777,0,0,NA,0,0,0,0.0266012321267394,0.0320259293547874,0.0120620236637265,0,0,0
"BLI21_coassembly_000000024686_4","400.9",353,NA,TRUE,"BLI_hgcA_clstr_0026",1,"BLI21_coassembly","BLI21_coassembly_000000024686","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",13127,0.072792898522101,0.11681817295666,0.00996318361148339,0.160896899466741,0.0948481930554809,0.0170770309970785,0.306375816311708,0.196353190158176,0.00412571378856515,0.0603354687327845,0.115906417100513,0.00201892789225609,0.0512920194043192,0.00810151976198514,0.0901642395019724,0.195583693244147,0.196940461938934,0,0.0294747376029732,0,0,0,0,0,0,0,0.0364550977817261,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000025634_9","402.4",353,NA,TRUE,"BLI_hgcA_clstr_0027",1,"BLI21_coassembly","BLI21_coassembly_000000025634","Desulfomonilaceae","SRB","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Unclassified","Unclassified","Unclassified",12809,0.0481480949771911,0.0113373646947272,0.00209603682538583,0.0248572083337459,0.0132028482677043,0.00399910609332456,0.164163914826192,0.792050812964808,0.0176915500186529,0.459802833644381,0.952174590393194,0.0206796331911816,0.44120839347525,0.000755223424945465,1.21042859898874,0.0991339655789678,0.311469495841314,0.318469971603179,0.147373688014866,0.149483166449123,0.451784191786429,0.591292164919142,0.197098681901721,0,0,0,0.510371368944165,1.03397831711489,0.254460713182147,0.167067961645973,0.0595980617676358,NA,0.565194777175191,0.524127872522966,0.394024566970251,0.584851073513719,0.468981536514053,0.227018749736137,0.711846901360193,0.526221840328295,0.161299431883248
"BLI21_coassembly_000000028244_11","140.5",175,"C-term truncated, only 175 residues",FALSE,"BLI_hgcA_clstr_0091",1,"BLI21_coassembly","BLI21_coassembly_000000028244",NA,NA,"Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",12057,0,0,0.0022300919106631,0,0,0,0.0448835859330768,0.0126720179671984,0,0.052736365731455,0.0425486558974078,0.00146843607199984,0.0857075129294205,0.000401762419036731,0.0372076511740559,0.0641763291511805,0.00542072175058354,0,0,0,0,0,0,0,0,0,0,0,0,0.228826536490908,0.0895771094508526,NA,0,0,0,0.0886578902167051,0.81721128769315,0.225044373667794,0.0997061917826923,0.211320261031264,0
"BLI21_coassembly_000000042083_4","326.2",287,NA,TRUE,"BLI_hgcA_clstr_0078",1,"BLI21_coassembly","BLI21_coassembly_000000042083","Verrucomicrobiae","RESP","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",9335,0.302973404567748,0.348720198601512,0.0174113019160536,0.0546674491600438,0.0392768733615769,0,0.0303000573396507,0.112001707915487,0.00273283804855354,0.0215112978454183,0.0602316975508578,0.0019044598910124,0.0164568526963686,0,0.0299172345132355,0.0421831866594092,0.183446990157249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000050293_6","389.7",353,NA,TRUE,"BLI_hgcA_clstr_0028",1,"BLI21_coassembly","BLI21_coassembly_000000050293","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",8310,0,0,0,0.00177860112026321,0.00078697126404985,0,0.0490694799319587,0.040736168076614,0.13937682558563,1.12503252514829,2.48212275338781,0.083513160446268,0.840858031750098,0,1.76653228251,0.0327329964636958,0.0416718101896174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.0513813433795628,0,0,0.139250255598505,0.0334986811795752,0,0,0.140325824087545,0.0230427759833211
"BLI21_coassembly_000000055702_2","393.6",353,NA,TRUE,"BLI_hgcA_clstr_0029",1,"BLI21_coassembly","BLI21_coassembly_000000055702","Bacteroidetes","RESP","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",7762,0.0211886074367394,0.0153273375622629,0.0105405684117285,0.0533438589407648,0.00168951542176158,0,0.00413870815472967,0.0973585788393974,0,0.0202804359919293,0.0334878314199809,0.00578382397647531,0.122870405472946,0,0.0883156221012696,0.0244987761192479,0.119219664889827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.0218902537205695,0,0,0.0126121527631187,0,0,0
"BLI21_coassembly_000000058806_3","406.8",326,NA,TRUE,"BLI_hgcA_clstr_0062",1,"BLI21_coassembly","BLI21_coassembly_000000058806","Desulfobacterota","SRB","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",7490,0.0323183202071238,0.0275234873571327,0,0.00693496141155611,0.0311638728222255,0.00197467788195746,0.0150333926235039,0.120438811101088,0.00777635802545489,0.0485743526407095,0.0961757301303715,0.00360155847613143,0.0459949396565266,0,0.0946714860614665,0.0249146898261012,0.0804425389883681,0.0678108734211581,0,0.0372426215088507,0,0.300211647202319,0.146405577133436,0,0.483525100381633,0,0.978469839035457,0.996851633396955,0.0218173185411716,0.0828606417560446,0.033212074487284,NA,0.0287097535029506,0.0870014307335334,0.0489513480439367,0.0934134838794676,0.0747261494444515,0.0421622426714091,0.0361271031674328,0,0.103050982073143
"BLI21_coassembly_000000059411_4","387.8",347,NA,TRUE,"BLI_hgcA_clstr_0040",1,"BLI21_coassembly","BLI21_coassembly_000000059411","PVC","UNK","Proteobacteria","Deltaproteobacteria","Myxococcales","Unclassified","Unclassified","Unclassified",7440,0.00124895249550114,0,0,0,0.00441424646149233,0,0.00973199168984484,0.00522275699620709,0.00202128514518136,0.0285165502086934,0.0820085900221653,0.000864661813988062,0.0366360554073787,0,0.0531670325959857,0.00759060877434703,0.00886636997944357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.0235963872203872
"BLI21_coassembly_000000059755_2","378.2",333,NA,TRUE,"BLI_hgcA_clstr_0053",1,"BLI21_coassembly","BLI21_coassembly_000000059755","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",7412,0.00251328597269817,0,0,0,0,0.0119647705278799,0.123009458473146,0.00786497421128528,0.00672830297262316,0.0282490759700733,0.018052484155802,0.00242736838669676,0.018965182202327,0.00730537716200938,0.0234999903617255,0.0512780028468258,0.00496493173807734,0,0,0,0,0,0,0,0,0,0,0,0,0.0201114302122733,0.129017214316187,NA,0,0,0,0,0,0.0136497217694069,0,0,0
"BLI21_coassembly_000000061249_5","394.4",344,NA,TRUE,"BLI_hgcA_clstr_0043",1,"BLI21_coassembly","BLI21_coassembly_000000061249","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",7296,0.0393113011135647,0.0440210077403744,0.00187376166111024,0.0430803640382416,0.0868528179376718,0.00501981064776086,0.147244749756018,0.0763354284501217,0.0117306587222977,0.0872206710710713,0.0904854775026569,0.0135718582735683,0.186227139725451,0.00607621876622909,0.13567492026569,0.106511638746337,0.0264092131772277,0,0,0,0.156095602829965,0,0,0,0,0,0,0,0,0.0192292913181349,0,NA,0,0,0,0,0,0,0,0,0.0238832896653533
"BLI21_coassembly_000000062341_3","387.7",328,NA,TRUE,"BLI_hgcA_clstr_0051",0,"BLI21_coassembly","BLI21_coassembly_000000062341","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",7213,0.0531108823147896,0.042596808515962,0.0073715361778834,0.124036979610612,0.0511442784783453,0.00814035571028732,0.158161536831369,0.0675261169856596,0.0380661616452057,0.281964205177963,0.273562505973987,0.0329684415203948,0.244843526701912,0.0101038099047854,0.201939903366246,0.15645204783126,0.165919790939225,0,0,0,0.111290738994119,0,0,0,0,0,0,0,0,0,0,NA,0.028461993628978,0.0215580105473183,0,0,0,0,0,0,0.0255394362339237
"BLI21_coassembly_000000071464_1","145.6",194,"Missing cap helix",FALSE,"BLI_hgcA_clstr_0089",1,"BLI21_coassembly","BLI21_coassembly_000000071464",NA,NA,"Bacteroidetes","Bacteroidia","Bacteroidales","Unclassified","Unclassified","Unclassified",6581,0.0171938597295213,0,0,0.0105670683289484,0.0137608722089878,0,0.0233546800468085,0.0978706536882477,0.00153178363809191,0.0194096152769097,0.0759463513222977,0.010993869044619,0.0266957198499472,0,0.0423327459860985,0.0281343341778651,0.0326775681367782,0,0,0,0,0,0,0,0,0.630554408576252,0,0,0,0.140709658286825,0,NA,0,0,0,0,0,0.0311141814578917,0.0820490861492857,0,0
"BLI21_coassembly_000000084523_3","379.7",416,NA,TRUE,"BLI_hgcA_clstr_0003",1,"BLI21_coassembly","BLI21_coassembly_000000084523","Actinobacteria","RESP","Actinobacteria","Actinobacteria <high GC Gram+>","Unclassified","Unclassified","Unclassified","Actinobacteria bacterium",5887,0.168059213663905,0.0356190227349227,0.050964377218384,0.121901483351031,0.00326134324805094,0,0.0110548242515202,0.191553178390595,0.00346685435631461,0.0332136385861611,0.0172503641201829,0.00463471850427007,0.0645828027593574,0.00338147639444086,0.0444353588506033,0.0483274923755194,0.127295896400749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000086306_5","417.0",353,NA,TRUE,"BLI_hgcA_clstr_0030",1,"BLI21_coassembly","BLI21_coassembly_000000086306","Desulfomonilaceae","SRB","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Unclassified","Unclassified","Unclassified",5803,0.0131425777142729,0.00386903235592889,0.00238203312914033,0,0.00229085276028465,0,0.0238500200898759,0.0731460846863463,0,0.0344040570928019,0.050206289543129,0,0.0263916521530145,0,0.0589609250394755,0.0177385073261771,0.0328400945953701,0.10615665720106,0.117898950411893,0.0664369628662767,0.0501982435318255,0.0537538331744674,0.109499267723178,0,0,0,0,0.046999014414313,0.0195739010140113,0.0371262136991051,0.0595980617676358,NA,0.128453358448907,0.116472860560659,0.109451268602847,0.111400204478804,0.0334986811795752,0.0882850693418312,0,0.175407280109432,0.115213879916606
"BLI21_coassembly_000000087726_1","134.4",168,"Missing cap helix",FALSE,"BLI_hgcA_clstr_0095",1,"BLI21_coassembly","BLI21_coassembly_000000087726",NA,NA,NA,NA,NA,NA,NA,NA,5743,0.0290177668934914,0.0525536664127586,0.00350876142324916,0.0183208330310433,0.0495699288577092,0,0.0368691266565671,0.0872908769285781,0.036235236718794,0.0817308560899025,0.127063554858124,0.00792885347840471,0.11614163631051,0.00520638044419605,0.110862229660786,0.0257481656998089,0.0727877522039993,0,0,0,0,0,0.138386109409982,0,0,0,0,0.461080603379044,0,0,0,NA,0,0,0,0.0949250974546141,0,0.159539384341314,0,0,0.154549446415811
